customer_id,column,dirt_type
LC156254,annual_inc,missing_marker
LC171749,annual_inc,missing_marker
LC129364,annual_inc,missing_marker
LC184754,annual_inc,missing_marker
LC173443,annual_inc,missing_marker
LC195027,annual_inc,missing_marker
LC115972,annual_inc,missing_marker
LC165695,annual_inc,missing_marker
LC112265,annual_inc,missing_marker
LC116875,annual_inc,missing_marker
LC188047,annual_inc,missing_marker
LC129737,annual_inc,missing_marker
LC146056,annual_inc,missing_marker
LC119157,annual_inc,missing_marker
LC186265,annual_inc,missing_marker
LC124344,annual_inc,missing_marker
LC174590,annual_inc,missing_marker
LC153723,annual_inc,missing_marker
LC137115,annual_inc,missing_marker
LC138756,annual_inc,missing_marker
LC197311,annual_inc,missing_marker
LC166521,annual_inc,missing_marker
LC171669,annual_inc,missing_marker
LC131079,annual_inc,missing_marker
LC124046,annual_inc,missing_marker
LC163134,annual_inc,missing_marker
LC184540,annual_inc,missing_marker
LC129905,annual_inc,missing_marker
LC184600,annual_inc,missing_marker
LC157179,annual_inc,missing_marker
LC162860,annual_inc,missing_marker
LC113994,annual_inc,missing_marker
LC153240,annual_inc,missing_marker
LC165088,annual_inc,missing_marker
LC129143,annual_inc,missing_marker
LC111671,annual_inc,missing_marker
LC123509,annual_inc,missing_marker
LC103581,annual_inc,missing_marker
LC179129,annual_inc,missing_marker
LC190843,annual_inc,missing_marker
LC125961,annual_inc,missing_marker
LC170209,annual_inc,missing_marker
LC181865,annual_inc,missing_marker
LC184327,annual_inc,missing_marker
LC146963,annual_inc,missing_marker
LC124991,annual_inc,missing_marker
LC127990,annual_inc,missing_marker
LC163009,annual_inc,missing_marker
LC103382,annual_inc,missing_marker
LC127375,annual_inc,missing_marker
LC179285,annual_inc,missing_marker
LC156130,annual_inc,missing_marker
LC144935,annual_inc,missing_marker
LC176081,annual_inc,missing_marker
LC128478,annual_inc,missing_marker
LC171304,annual_inc,missing_marker
LC172291,annual_inc,missing_marker
LC146463,annual_inc,missing_marker
LC144580,annual_inc,missing_marker
LC129493,annual_inc,missing_marker
LC174007,annual_inc,missing_marker
LC114455,annual_inc,missing_marker
LC106362,annual_inc,missing_marker
LC183938,annual_inc,missing_marker
LC188835,annual_inc,missing_marker
LC194441,annual_inc,missing_marker
LC170893,annual_inc,missing_marker
LC122608,annual_inc,missing_marker
LC179541,annual_inc,missing_marker
LC195281,annual_inc,missing_marker
LC187037,annual_inc,missing_marker
LC131227,annual_inc,missing_marker
LC153356,annual_inc,missing_marker
LC120148,annual_inc,missing_marker
LC154974,annual_inc,missing_marker
LC141597,annual_inc,missing_marker
LC196624,annual_inc,missing_marker
LC116354,annual_inc,missing_marker
LC157929,annual_inc,missing_marker
LC121300,annual_inc,missing_marker
LC161694,annual_inc,missing_marker
LC167558,annual_inc,missing_marker
LC188182,annual_inc,missing_marker
LC156150,annual_inc,missing_marker
LC171454,annual_inc,missing_marker
LC105766,annual_inc,missing_marker
LC150748,annual_inc,missing_marker
LC180468,annual_inc,missing_marker
LC108552,annual_inc,missing_marker
LC142261,annual_inc,missing_marker
LC188126,annual_inc,missing_marker
LC132785,annual_inc,missing_marker
LC160661,annual_inc,missing_marker
LC105716,annual_inc,missing_marker
LC178454,annual_inc,missing_marker
LC140870,annual_inc,missing_marker
LC173151,annual_inc,missing_marker
LC132555,annual_inc,missing_marker
LC123601,annual_inc,missing_marker
LC165418,annual_inc,missing_marker
LC147980,annual_inc,missing_marker
LC117355,annual_inc,missing_marker
LC192548,annual_inc,missing_marker
LC125868,annual_inc,missing_marker
LC108349,annual_inc,missing_marker
LC165235,annual_inc,missing_marker
LC166115,annual_inc,missing_marker
LC106892,annual_inc,missing_marker
LC149938,annual_inc,missing_marker
LC122363,annual_inc,missing_marker
LC125726,annual_inc,missing_marker
LC196119,annual_inc,missing_marker
LC186337,annual_inc,missing_marker
LC145221,annual_inc,missing_marker
LC153595,annual_inc,missing_marker
LC196184,annual_inc,missing_marker
LC140669,annual_inc,missing_marker
LC173063,annual_inc,missing_marker
LC157396,annual_inc,missing_marker
LC168660,annual_inc,missing_marker
LC145206,annual_inc,missing_marker
LC155543,annual_inc,missing_marker
LC172492,annual_inc,missing_marker
LC118751,annual_inc,missing_marker
LC134674,annual_inc,missing_marker
LC165975,annual_inc,missing_marker
LC127386,annual_inc,missing_marker
LC159059,annual_inc,missing_marker
LC154678,annual_inc,missing_marker
LC181425,annual_inc,missing_marker
LC141086,annual_inc,missing_marker
LC158659,annual_inc,missing_marker
LC173671,annual_inc,missing_marker
LC144274,annual_inc,missing_marker
LC110432,annual_inc,missing_marker
LC136549,annual_inc,missing_marker
LC131906,annual_inc,missing_marker
LC147333,annual_inc,missing_marker
LC122284,annual_inc,missing_marker
LC153289,annual_inc,missing_marker
LC100551,annual_inc,missing_marker
LC146952,annual_inc,missing_marker
LC132143,annual_inc,missing_marker
LC178422,annual_inc,missing_marker
LC139478,annual_inc,missing_marker
LC130892,annual_inc,missing_marker
LC196523,annual_inc,missing_marker
LC130379,annual_inc,missing_marker
LC184036,annual_inc,missing_marker
LC132183,annual_inc,missing_marker
LC175573,annual_inc,missing_marker
LC143132,annual_inc,missing_marker
LC126001,annual_inc,missing_marker
LC110440,annual_inc,missing_marker
LC187605,annual_inc,missing_marker
LC146837,annual_inc,missing_marker
LC166806,annual_inc,missing_marker
LC179765,annual_inc,missing_marker
LC179170,annual_inc,missing_marker
LC189625,annual_inc,missing_marker
LC104780,annual_inc,missing_marker
LC134649,annual_inc,missing_marker
LC151793,annual_inc,missing_marker
LC150613,annual_inc,missing_marker
LC179632,annual_inc,missing_marker
LC100858,annual_inc,missing_marker
LC168656,annual_inc,missing_marker
LC152602,annual_inc,missing_marker
LC141681,annual_inc,missing_marker
LC105751,annual_inc,missing_marker
LC178997,annual_inc,missing_marker
LC182531,annual_inc,missing_marker
LC112101,annual_inc,missing_marker
LC111809,annual_inc,missing_marker
LC151169,annual_inc,missing_marker
LC161942,annual_inc,missing_marker
LC190912,annual_inc,missing_marker
LC120462,annual_inc,missing_marker
LC103608,annual_inc,missing_marker
LC100271,annual_inc,missing_marker
LC193065,annual_inc,missing_marker
LC124546,annual_inc,missing_marker
LC195459,annual_inc,missing_marker
LC139099,annual_inc,missing_marker
LC110660,annual_inc,missing_marker
LC181462,annual_inc,missing_marker
LC151689,annual_inc,missing_marker
LC158361,annual_inc,missing_marker
LC199213,annual_inc,missing_marker
LC102085,annual_inc,missing_marker
LC151206,annual_inc,missing_marker
LC105596,annual_inc,missing_marker
LC131897,annual_inc,missing_marker
LC171748,annual_inc,missing_marker
LC161604,annual_inc,missing_marker
LC175071,annual_inc,missing_marker
LC172214,annual_inc,missing_marker
LC125684,annual_inc,missing_marker
LC137028,annual_inc,missing_marker
LC104228,annual_inc,missing_marker
LC186339,annual_inc,missing_marker
LC176836,annual_inc,missing_marker
LC145134,annual_inc,missing_marker
LC120327,annual_inc,missing_marker
LC175311,annual_inc,missing_marker
LC142373,annual_inc,missing_marker
LC177556,annual_inc,missing_marker
LC120250,annual_inc,missing_marker
LC134412,annual_inc,missing_marker
LC169644,annual_inc,missing_marker
LC180381,annual_inc,missing_marker
LC193653,annual_inc,missing_marker
LC144577,annual_inc,missing_marker
LC112576,annual_inc,missing_marker
LC132055,annual_inc,missing_marker
LC175730,annual_inc,missing_marker
LC170931,annual_inc,missing_marker
LC169020,annual_inc,missing_marker
LC186129,annual_inc,missing_marker
LC157885,annual_inc,missing_marker
LC180178,annual_inc,missing_marker
LC199682,annual_inc,missing_marker
LC128145,annual_inc,missing_marker
LC153080,annual_inc,missing_marker
LC123814,annual_inc,missing_marker
LC137813,annual_inc,missing_marker
LC190761,annual_inc,missing_marker
LC173269,annual_inc,missing_marker
LC101636,annual_inc,missing_marker
LC179174,annual_inc,missing_marker
LC199808,annual_inc,missing_marker
LC113006,annual_inc,missing_marker
LC169328,annual_inc,missing_marker
LC162498,annual_inc,missing_marker
LC142284,annual_inc,missing_marker
LC148819,annual_inc,missing_marker
LC108046,annual_inc,missing_marker
LC135027,annual_inc,missing_marker
LC120623,annual_inc,missing_marker
LC112756,annual_inc,missing_marker
LC150247,annual_inc,missing_marker
LC181940,annual_inc,missing_marker
LC126817,annual_inc,missing_marker
LC137740,annual_inc,missing_marker
LC194149,annual_inc,missing_marker
LC109386,annual_inc,missing_marker
LC168496,annual_inc,missing_marker
LC157545,annual_inc,missing_marker
LC193945,annual_inc,missing_marker
LC100467,annual_inc,missing_marker
LC180688,annual_inc,missing_marker
LC126449,annual_inc,missing_marker
LC177726,annual_inc,missing_marker
LC182183,annual_inc,missing_marker
LC170660,annual_inc,missing_marker
LC105906,annual_inc,missing_marker
LC110992,annual_inc,missing_marker
LC104398,annual_inc,missing_marker
LC177948,annual_inc,missing_marker
LC120995,annual_inc,missing_marker
LC128676,annual_inc,missing_marker
LC148900,annual_inc,missing_marker
LC198252,annual_inc,missing_marker
LC178481,annual_inc,missing_marker
LC155763,annual_inc,missing_marker
LC125741,annual_inc,missing_marker
LC132905,annual_inc,missing_marker
LC114230,annual_inc,missing_marker
LC193011,annual_inc,missing_marker
LC156762,annual_inc,missing_marker
LC133691,annual_inc,missing_marker
LC130003,annual_inc,missing_marker
LC127059,annual_inc,missing_marker
LC103609,annual_inc,missing_marker
LC147250,annual_inc,missing_marker
LC174865,annual_inc,missing_marker
LC166810,annual_inc,missing_marker
LC146339,annual_inc,missing_marker
LC134698,annual_inc,missing_marker
LC180105,annual_inc,missing_marker
LC185530,annual_inc,missing_marker
LC157255,annual_inc,missing_marker
LC187169,annual_inc,missing_marker
LC105033,annual_inc,missing_marker
LC116937,annual_inc,missing_marker
LC138136,annual_inc,missing_marker
LC128135,annual_inc,missing_marker
LC194396,annual_inc,missing_marker
LC123210,annual_inc,missing_marker
LC106203,annual_inc,missing_marker
LC137029,annual_inc,missing_marker
LC153896,annual_inc,missing_marker
LC129577,annual_inc,missing_marker
LC134314,annual_inc,missing_marker
LC166868,annual_inc,missing_marker
LC119332,annual_inc,missing_marker
LC153548,annual_inc,missing_marker
LC142108,annual_inc,missing_marker
LC157101,annual_inc,missing_marker
LC173718,annual_inc,missing_marker
LC113790,annual_inc,missing_marker
LC116987,annual_inc,missing_marker
LC180453,annual_inc,missing_marker
LC100823,annual_inc,missing_marker
LC189492,annual_inc,missing_marker
LC186088,annual_inc,missing_marker
LC109229,annual_inc,missing_marker
LC160214,annual_inc,missing_marker
LC179169,annual_inc,missing_marker
LC130873,annual_inc,missing_marker
LC128447,annual_inc,missing_marker
LC184870,annual_inc,missing_marker
LC100647,annual_inc,missing_marker
LC119821,annual_inc,missing_marker
LC193725,annual_inc,missing_marker
LC196570,annual_inc,missing_marker
LC144163,annual_inc,missing_marker
LC173124,annual_inc,missing_marker
LC121052,annual_inc,missing_marker
LC117979,annual_inc,missing_marker
LC195403,annual_inc,missing_marker
LC131985,annual_inc,missing_marker
LC133026,annual_inc,missing_marker
LC121088,annual_inc,missing_marker
LC104166,annual_inc,missing_marker
LC162848,annual_inc,missing_marker
LC118924,annual_inc,missing_marker
LC100117,annual_inc,missing_marker
LC132989,annual_inc,missing_marker
LC110011,annual_inc,missing_marker
LC188638,annual_inc,missing_marker
LC111173,annual_inc,missing_marker
LC129720,annual_inc,missing_marker
LC167667,annual_inc,missing_marker
LC154671,annual_inc,missing_marker
LC167257,annual_inc,missing_marker
LC122373,annual_inc,missing_marker
LC185961,annual_inc,missing_marker
LC164112,annual_inc,missing_marker
LC105287,annual_inc,missing_marker
LC183692,annual_inc,missing_marker
LC119418,annual_inc,missing_marker
LC108322,annual_inc,missing_marker
LC183429,annual_inc,missing_marker
LC133493,annual_inc,missing_marker
LC180522,annual_inc,missing_marker
LC190936,annual_inc,missing_marker
LC170714,annual_inc,missing_marker
LC186860,annual_inc,missing_marker
LC139255,annual_inc,missing_marker
LC133929,annual_inc,missing_marker
LC111247,annual_inc,missing_marker
LC159790,annual_inc,missing_marker
LC112743,annual_inc,missing_marker
LC189645,annual_inc,missing_marker
LC189438,annual_inc,missing_marker
LC181721,annual_inc,missing_marker
LC120352,annual_inc,missing_marker
LC131488,annual_inc,missing_marker
LC188925,annual_inc,missing_marker
LC176865,annual_inc,missing_marker
LC138500,annual_inc,missing_marker
LC181179,annual_inc,missing_marker
LC131463,annual_inc,missing_marker
LC197341,annual_inc,missing_marker
LC115784,annual_inc,missing_marker
LC166333,annual_inc,missing_marker
LC132357,annual_inc,missing_marker
LC186816,annual_inc,missing_marker
LC118829,annual_inc,missing_marker
LC107336,annual_inc,missing_marker
LC135429,annual_inc,missing_marker
LC148147,annual_inc,missing_marker
LC194674,annual_inc,missing_marker
LC101320,annual_inc,missing_marker
LC152444,annual_inc,missing_marker
LC119613,annual_inc,missing_marker
LC119137,annual_inc,missing_marker
LC131402,annual_inc,missing_marker
LC198766,annual_inc,missing_marker
LC100789,annual_inc,missing_marker
LC106828,annual_inc,missing_marker
LC192675,annual_inc,missing_marker
LC125507,annual_inc,missing_marker
LC106095,annual_inc,missing_marker
LC128181,annual_inc,missing_marker
LC143593,annual_inc,missing_marker
LC173052,annual_inc,missing_marker
LC103073,annual_inc,missing_marker
LC118614,annual_inc,missing_marker
LC122511,annual_inc,missing_marker
LC191870,annual_inc,missing_marker
LC179856,annual_inc,missing_marker
LC184262,annual_inc,missing_marker
LC187229,annual_inc,missing_marker
LC118682,annual_inc,missing_marker
LC191189,annual_inc,missing_marker
LC151673,annual_inc,missing_marker
LC185457,annual_inc,missing_marker
LC199445,annual_inc,missing_marker
LC138025,annual_inc,missing_marker
LC153806,annual_inc,missing_marker
LC109940,annual_inc,missing_marker
LC172052,annual_inc,missing_marker
LC185975,annual_inc,missing_marker
LC188169,annual_inc,missing_marker
LC108784,annual_inc,missing_marker
LC130356,annual_inc,missing_marker
LC157543,annual_inc,missing_marker
LC184660,annual_inc,missing_marker
LC139516,annual_inc,missing_marker
LC183003,annual_inc,missing_marker
LC190428,annual_inc,missing_marker
LC126185,annual_inc,missing_marker
LC126893,annual_inc,missing_marker
LC111617,annual_inc,missing_marker
LC156902,annual_inc,missing_marker
LC191581,annual_inc,missing_marker
LC163893,annual_inc,missing_marker
LC167174,annual_inc,missing_marker
LC119781,annual_inc,missing_marker
LC168337,annual_inc,missing_marker
LC106627,annual_inc,missing_marker
LC134172,annual_inc,missing_marker
LC191869,annual_inc,missing_marker
LC161360,annual_inc,missing_marker
LC198635,annual_inc,missing_marker
LC147590,annual_inc,missing_marker
LC140128,annual_inc,missing_marker
LC164338,annual_inc,missing_marker
LC143596,annual_inc,missing_marker
LC167185,annual_inc,missing_marker
LC141508,annual_inc,missing_marker
LC179606,annual_inc,missing_marker
LC182309,annual_inc,missing_marker
LC143732,annual_inc,missing_marker
LC193855,annual_inc,missing_marker
LC166885,annual_inc,missing_marker
LC165099,annual_inc,missing_marker
LC176638,annual_inc,missing_marker
LC148465,annual_inc,missing_marker
LC182281,annual_inc,missing_marker
LC136047,annual_inc,missing_marker
LC172314,annual_inc,missing_marker
LC123186,annual_inc,missing_marker
LC126987,annual_inc,missing_marker
LC130174,annual_inc,missing_marker
LC168928,annual_inc,missing_marker
LC150824,annual_inc,missing_marker
LC158354,annual_inc,missing_marker
LC119833,annual_inc,missing_marker
LC151565,annual_inc,missing_marker
LC111010,annual_inc,missing_marker
LC111491,annual_inc,missing_marker
LC175585,annual_inc,missing_marker
LC105520,annual_inc,missing_marker
LC123963,annual_inc,missing_marker
LC190929,annual_inc,missing_marker
LC125577,annual_inc,missing_marker
LC187489,annual_inc,missing_marker
LC128515,annual_inc,missing_marker
LC112340,annual_inc,missing_marker
LC115537,annual_inc,missing_marker
LC167486,annual_inc,missing_marker
LC139179,annual_inc,missing_marker
LC104921,annual_inc,missing_marker
LC199243,annual_inc,missing_marker
LC112103,annual_inc,missing_marker
LC147054,annual_inc,missing_marker
LC134802,annual_inc,missing_marker
LC147998,annual_inc,missing_marker
LC117421,annual_inc,missing_marker
LC144723,annual_inc,missing_marker
LC169336,annual_inc,missing_marker
LC175457,annual_inc,missing_marker
LC124122,annual_inc,missing_marker
LC146291,annual_inc,missing_marker
LC160697,annual_inc,missing_marker
LC148194,annual_inc,missing_marker
LC129616,annual_inc,missing_marker
LC156610,annual_inc,missing_marker
LC132687,annual_inc,missing_marker
LC108965,annual_inc,missing_marker
LC120478,annual_inc,missing_marker
LC124623,annual_inc,missing_marker
LC163558,annual_inc,missing_marker
LC181006,annual_inc,missing_marker
LC106573,annual_inc,missing_marker
LC170641,annual_inc,missing_marker
LC100060,annual_inc,missing_marker
LC119445,annual_inc,missing_marker
LC155447,annual_inc,missing_marker
LC185168,annual_inc,missing_marker
LC146257,annual_inc,missing_marker
LC115629,annual_inc,missing_marker
LC178553,annual_inc,missing_marker
LC168031,annual_inc,missing_marker
LC175016,annual_inc,missing_marker
LC118977,annual_inc,missing_marker
LC196321,annual_inc,missing_marker
LC181115,annual_inc,missing_marker
LC162888,annual_inc,missing_marker
LC114820,annual_inc,missing_marker
LC118620,annual_inc,missing_marker
LC162747,annual_inc,missing_marker
LC103492,annual_inc,missing_marker
LC140233,annual_inc,missing_marker
LC125788,annual_inc,missing_marker
LC104551,annual_inc,missing_marker
LC149991,annual_inc,missing_marker
LC121982,annual_inc,missing_marker
LC188998,annual_inc,missing_marker
LC195915,annual_inc,missing_marker
LC181840,annual_inc,missing_marker
LC128012,annual_inc,missing_marker
LC179431,annual_inc,missing_marker
LC197303,annual_inc,missing_marker
LC186014,annual_inc,missing_marker
LC102275,annual_inc,missing_marker
LC105483,annual_inc,missing_marker
LC181231,annual_inc,missing_marker
LC153981,annual_inc,missing_marker
LC143409,annual_inc,missing_marker
LC167451,annual_inc,missing_marker
LC198710,annual_inc,missing_marker
LC129049,annual_inc,missing_marker
LC167913,annual_inc,missing_marker
LC190284,annual_inc,missing_marker
LC149725,annual_inc,missing_marker
LC106473,annual_inc,missing_marker
LC122186,annual_inc,missing_marker
LC167624,annual_inc,missing_marker
LC101690,annual_inc,missing_marker
LC111691,annual_inc,missing_marker
LC165252,annual_inc,missing_marker
LC167922,annual_inc,missing_marker
LC173414,annual_inc,missing_marker
LC139627,annual_inc,missing_marker
LC175571,annual_inc,missing_marker
LC124190,annual_inc,missing_marker
LC163943,annual_inc,missing_marker
LC189506,annual_inc,missing_marker
LC116160,annual_inc,missing_marker
LC170791,annual_inc,missing_marker
LC136110,annual_inc,missing_marker
LC166859,annual_inc,missing_marker
LC140398,annual_inc,missing_marker
LC114785,annual_inc,missing_marker
LC118018,annual_inc,missing_marker
LC181967,annual_inc,missing_marker
LC190432,annual_inc,missing_marker
LC125347,annual_inc,missing_marker
LC187073,annual_inc,missing_marker
LC185623,annual_inc,missing_marker
LC105162,annual_inc,missing_marker
LC142563,annual_inc,missing_marker
LC134622,annual_inc,missing_marker
LC164673,annual_inc,missing_marker
LC151953,annual_inc,missing_marker
LC128405,annual_inc,missing_marker
LC128391,annual_inc,missing_marker
LC160415,annual_inc,missing_marker
LC194442,annual_inc,missing_marker
LC194428,annual_inc,missing_marker
LC101199,annual_inc,missing_marker
LC171584,annual_inc,missing_marker
LC119465,annual_inc,missing_marker
LC128722,annual_inc,missing_marker
LC143714,annual_inc,missing_marker
LC139531,annual_inc,missing_marker
LC103734,annual_inc,missing_marker
LC155587,annual_inc,missing_marker
LC142289,annual_inc,missing_marker
LC167169,annual_inc,missing_marker
LC175495,annual_inc,missing_marker
LC140876,annual_inc,missing_marker
LC135150,annual_inc,missing_marker
LC152087,annual_inc,missing_marker
LC196777,annual_inc,missing_marker
LC118544,annual_inc,missing_marker
LC123972,annual_inc,missing_marker
LC136160,annual_inc,missing_marker
LC150059,annual_inc,missing_marker
LC126315,annual_inc,missing_marker
LC150044,annual_inc,missing_marker
LC163600,annual_inc,missing_marker
LC141975,annual_inc,missing_marker
LC135348,annual_inc,missing_marker
LC126330,annual_inc,missing_marker
LC174521,annual_inc,missing_marker
LC155777,annual_inc,missing_marker
LC161576,annual_inc,missing_marker
LC191486,annual_inc,missing_marker
LC109382,annual_inc,missing_marker
LC106618,annual_inc,missing_marker
LC143932,annual_inc,missing_marker
LC169812,annual_inc,missing_marker
LC137409,annual_inc,missing_marker
LC171038,annual_inc,missing_marker
LC135016,annual_inc,missing_marker
LC168374,annual_inc,missing_marker
LC153357,annual_inc,missing_marker
LC123821,annual_inc,missing_marker
LC177100,annual_inc,missing_marker
LC166368,annual_inc,missing_marker
LC193655,annual_inc,missing_marker
LC151382,annual_inc,missing_marker
LC196609,annual_inc,missing_marker
LC163355,annual_inc,missing_marker
LC129027,annual_inc,missing_marker
LC133263,annual_inc,missing_marker
LC195091,annual_inc,missing_marker
LC152115,annual_inc,missing_marker
LC105925,annual_inc,missing_marker
LC116650,annual_inc,missing_marker
LC134041,annual_inc,missing_marker
LC144681,annual_inc,missing_marker
LC153205,annual_inc,missing_marker
LC125899,annual_inc,missing_marker
LC195991,annual_inc,missing_marker
LC118702,annual_inc,missing_marker
LC176557,annual_inc,missing_marker
LC103479,annual_inc,missing_marker
LC155999,annual_inc,missing_marker
LC181083,annual_inc,missing_marker
LC197640,annual_inc,missing_marker
LC162010,annual_inc,missing_marker
LC108439,annual_inc,missing_marker
LC112464,annual_inc,missing_marker
LC132337,annual_inc,missing_marker
LC175019,annual_inc,missing_marker
LC184068,annual_inc,missing_marker
LC172366,annual_inc,missing_marker
LC148068,annual_inc,missing_marker
LC163552,annual_inc,missing_marker
LC135151,annual_inc,missing_marker
LC101922,annual_inc,missing_marker
LC170941,annual_inc,missing_marker
LC138396,annual_inc,missing_marker
LC138244,annual_inc,missing_marker
LC111621,annual_inc,missing_marker
LC156898,annual_inc,missing_marker
LC124943,annual_inc,missing_marker
LC154701,annual_inc,missing_marker
LC124617,annual_inc,missing_marker
LC134575,annual_inc,missing_marker
LC167650,annual_inc,missing_marker
LC163533,annual_inc,missing_marker
LC115201,annual_inc,missing_marker
LC185077,annual_inc,missing_marker
LC169769,annual_inc,missing_marker
LC172897,annual_inc,missing_marker
LC164729,annual_inc,missing_marker
LC126004,annual_inc,missing_marker
LC178492,annual_inc,missing_marker
LC181964,annual_inc,missing_marker
LC182152,annual_inc,missing_marker
LC142761,annual_inc,missing_marker
LC172776,annual_inc,missing_marker
LC136931,annual_inc,missing_marker
LC169023,annual_inc,missing_marker
LC121320,annual_inc,missing_marker
LC144352,annual_inc,missing_marker
LC146979,annual_inc,missing_marker
LC149658,annual_inc,missing_marker
LC176359,annual_inc,missing_marker
LC176954,annual_inc,missing_marker
LC198900,annual_inc,missing_marker
LC119120,annual_inc,missing_marker
LC170100,annual_inc,missing_marker
LC148127,annual_inc,missing_marker
LC171554,annual_inc,missing_marker
LC159905,annual_inc,missing_marker
LC115039,annual_inc,missing_marker
LC136468,annual_inc,missing_marker
LC170918,annual_inc,missing_marker
LC132166,annual_inc,missing_marker
LC125616,annual_inc,missing_marker
LC137192,annual_inc,missing_marker
LC144497,annual_inc,missing_marker
LC127783,annual_inc,missing_marker
LC111870,annual_inc,missing_marker
LC143428,annual_inc,missing_marker
LC194925,annual_inc,missing_marker
LC139331,annual_inc,missing_marker
LC174694,annual_inc,missing_marker
LC105909,annual_inc,missing_marker
LC157720,annual_inc,missing_marker
LC199391,annual_inc,missing_marker
LC141342,annual_inc,missing_marker
LC136712,annual_inc,missing_marker
LC163044,annual_inc,missing_marker
LC197916,annual_inc,missing_marker
LC158721,annual_inc,missing_marker
LC115585,annual_inc,missing_marker
LC182366,annual_inc,missing_marker
LC149650,annual_inc,missing_marker
LC159815,annual_inc,missing_marker
LC173637,annual_inc,missing_marker
LC170589,annual_inc,missing_marker
LC184710,annual_inc,missing_marker
LC197663,annual_inc,missing_marker
LC121550,annual_inc,missing_marker
LC150513,annual_inc,missing_marker
LC154109,annual_inc,missing_marker
LC136983,annual_inc,missing_marker
LC160894,annual_inc,missing_marker
LC106373,annual_inc,missing_marker
LC182759,annual_inc,missing_marker
LC108540,annual_inc,missing_marker
LC186788,annual_inc,missing_marker
LC108559,annual_inc,missing_marker
LC122268,annual_inc,missing_marker
LC126794,annual_inc,missing_marker
LC100552,annual_inc,missing_marker
LC101157,annual_inc,missing_marker
LC170094,annual_inc,missing_marker
LC157194,annual_inc,missing_marker
LC131288,annual_inc,missing_marker
LC143480,annual_inc,missing_marker
LC130555,annual_inc,missing_marker
LC197888,annual_inc,missing_marker
